sampleID_FIELD	trapID	sampleID_LAB	biomass_grams	placing_user	placing_time	placing_date	collecting_user	collecting_time	collecting_date	duration_min	trap_condition_collection	processing_group
SLNHCZ	TGJ4FW	L105309	1.7204	Kirindy	07:25:09_PM	25/9/2019	Kirindy	08:25:48_PM	2/10/2019	10141	good	Sweden
SR9WWX	TQKQRH	L105310	3.7354	Masoala	02:37:33_AM	25/9/2019	Masoala	02:50:46_AM	2/10/2019	10093	good	Sweden
S4EH86	TGJ4FW	L105311	0.8194	Kirindy	08:34:20_PM	21/8/2019	Kirindy	09:11:39_PM	28/8/2019	10117	good	Sweden
SKMQTI	TFBCWJ	L105315	1.4974	Tsitongambarika	10:00:00_PM	29/7/2020	Tsitongambarika	10:00:00_PM	5/8/2020	10080	good	Sweden
SVHI7J	TB43DA	L105316	5.8924	Ranomafana	01:33:41_PM	25/9/2019	Ranomafana	07:32:32_AM	2/10/2019	9719	acceptable	Sweden
SCNXBD	TRKQU5	L105317	1.4374	Ankarana	02:18:41_AM	15/8/2019	Ankarana	04:31:30_PM	21/8/2019	9493	good	Sweden
SZWJPX	TPQKYN	L105318	1.5794	Marontandrano	12:01:00_PM	18/9/2019	Marontandrano	12:00:00_PM	25/9/2019	10079	good	Sweden
SRZDCJ	TXS3QU	L105319	3.7904	Marojejy	10:36:00_PM	18/12/2019	Marojejy	01:04:58_AM	26/12/2019	10229	good	Sweden
SMK2CL	TR4LDL	L105320	1.3694	Mahavavy	10:00:00_AM	24/6/2020	Mahavavy	01:00:00_PM	1/7/2020	10260	good	Sweden
S9ZKYU	TW51Z9	L105321	4.8524	Orangea	06:39:34_AM	4/3/2020	Orangea	06:25:13_AM	11/3/2020	10066	good	Sweden
SXEIXR	TQKQRH	L105322	4.0794	Masoala	01:55:34_AM	28/8/2019	Masoala	04:13:08_AM	4/9/2019	10218	good	Sweden
SHADFJ	TP2FUA	L105323	1.5064	Kirindy	08:18:03_PM	21/8/2019	Kirindy	08:55:54_PM	28/8/2019	10118	good	Sweden
SL5UHF	TP2FUA	L105332	0.6744	Kirindy	09:02:03_PM	23/10/2019	Kirindy	03:09:03_AM	31/10/2019	10447	good	Sweden
SGQTEZ	TXS3QU	L105333	3.2064	Marojejy	12:34:05_AM	16/10/2019	Marojejy	01:21:50_AM	24/10/2019	11568	good	Sweden
SPTNLU	TGJ4FW	L105334	1.9834	Kirindy	03:41:58_PM	8/1/2020	Kirindy	02:08:01_AM	15/1/2020	9266	good	Sweden
S2C1KQ	TQKQRH	L105324	1.1974	Masoala	03:07:00_PM	5/2/2020	Masoala	03:09:00_PM	12/2/2020	10082	good	Sweden
S4WNDJ	TQKQRH	L105325	3.8644	Masoala	04:36:48_AM	21/8/2019	Masoala	01:54:59_AM	28/8/2019	9918	good	Sweden
S4P3SF	TW51Z9	L105326	8.4534	Orangea	02:00:00_PM	15/1/2020	Orangea	06:28:52_AM	22/1/2020	9629	good	Sweden
SGA2Z3	TB43DA	L105327	5.3174	Ranomafana	07:19:47_AM	20/11/2019	Ranomafana	07:41:21_AM	27/11/2019	10102	good	Sweden
NA	TW51Z9	L105328	1.705	Orangea	NA	NA	NA	NA	NA	NA	NA	Sweden
SZGASS	TUAPDE	L105329	2.9704	Montagne_d'Ambre	02:44:53_PM	20/5/2020	Montagne_d'Ambre	12:00:00_PM	27/5/2020	9915	good	Sweden
SIVLEU	TQKQRH	L105330	1.9384	Masoala	08:29:32_AM	8/4/2020	Masoala	07:29:28_AM	15/4/2020	10020	good	Sweden
SK2RKV	TPQKYN	L105331	3.6844	Marontandrano	02:10:00_PM	16/10/2019	Marontandrano	09:00:00_AM	23/10/2019	9770	good	Sweden
SMR9YQ	TEE8KA	L105344	1.7274	Analalava	02:33:20_PM	15/1/2020	Analalava	12:18:00_PM	22/1/2020	9945	acceptable	Sweden
SVJRBZ	TEE8KA	L105345	1.2604	Analalava	10:38:32_AM	6/5/2020	Analalava	06:47:06_PM	13/5/2020	10569	good	Sweden
SI2SNF	TRKQU5	L105346	1.9274	Ankarana	12:00:00_PM	28/8/2019	Ankarana	04:19:37_PM	4/9/2019	10340	good	Sweden
SMSBEA	TFWNLD	L105337	8.3134	Ankarafantsika	12:00:10_PM	20/11/2019	Ankarafantsika	02:00:00_PM	27/11/2019	10200	good	Sweden
SXRIGQ	TEYXBT	L105338	2.6684	Maromizaha	05:29:31_AM	5/2/2020	Maromizaha	05:18:23_AM	12/2/2020	10069	good	Sweden
SSHLVH	TQKQRH	L105339	3.5724	Masoala	12:21:00_PM	11/3/2020	Masoala	02:19:00_PM	18/3/2020	10198	good	Sweden
SKCAXJ	TUH8A4	L105340	25.5904	Ankarafantsika	02:11:05_AM	8/1/2020	Ankarafantsika	03:30:25_AM	15/1/2020	10159	good	Sweden
SCDSCW	TYBVPP	L105341	11.4824	Bezaha	07:26:47_PM	18/12/2019	Bezaha	05:01:34_PM	25/12/2019	9935	good	Sweden
SEC2TN	T6UDMB	L105342	9.1634	Mikea	02:43:49_AM	8/1/2020	Mikea	02:29:34_AM	15/1/2020	10066	good	Sweden
SFG1GY	TRGIDB	L105343	3.5734	Mananara	02:00:00_PM	8/1/2020	Mananara	02:00:00_PM	15/1/2020	10080	good	Sweden
S4ZAQN	TIYMCS	L105347	0.8524	Zombitse	04:15:00_PM	27/5/2020	Zombitse	04:10:00_PM	3/6/2020	10075	good	Sweden
SMTBKD	TYBVPP	L105356	8.0094	Bezaha	01:25:45_PM	4/3/2020	Bezaha	08:38:42_AM	11/3/2020	9793	good	Sweden
SPHZ54	TYBVPP	L105357	11.6374	Bezaha	10:41:05_AM	8/4/2020	Bezaha	05:24:35_PM	15/4/2020	10484	good	Sweden
SRMDKS	TFWNLD	L105358	7.8734	Ankarafantsika	06:46:38_AM	5/2/2020	Ankarafantsika	03:22:13_AM	12/2/2020	9876	good	Sweden
S7HDRV	T6UDMB	L105348	1.8884	Mikea	03:31:21_AM	6/5/2020	Mikea	04:02:07_AM	13/5/2020	10111	good	Sweden
SJ1IDG	TUP4R5	L105349	5.3994	Tsimanampesotse	07:01:39_AM	23/10/2019	Tsimanampesotse	07:24:19_AM	30/10/2019	10103	poor	Sweden
S38XBU	TUP4R5	L105350	3.3454	Tsimanampesotse	07:00:00_PM	5/2/2020	Tsimanampesotse	07:36:45_AM	12/2/2020	9397	good	Sweden
SKF6RW	T3JY78	L105351	11.6534	Tsimanampesotse	07:25:20_AM	18/12/2019	Tsimanampesotse	06:48:57_AM	25/12/2019	10044	good	Sweden
SGF9CN	T3JY78	L105352	3.2094	Tsimanampesotse	07:45:00_PM	5/2/2020	Tsimanampesotse	08:13:21_AM	12/2/2020	9388	good	Sweden
SJ6GWS	TKDVTA	L105353	4.6574	Tsitongambarika	06:05:10_AM	21/8/2019	Tsitongambarika	09:47:05_AM	28/8/2019	10302	good	Sweden
SIUZD6	TUAPDE	L105354	4.1884	Montagne_d'Ambre	06:07:14_PM	16/10/2019	Montagne_d'Ambre	07:33:28_PM	23/10/2019	10166	good	Sweden
SBPWCH	TEE8KA	L105355	0.8604	Analalava	09:49:09_AM	27/5/2020	Analalava	11:47:04_AM	3/6/2020	10198	acceptable	Sweden
SBFU33	TUP4R5	L105359	5.4474	Tsimanampesotse	07:00:41_AM	29/1/2020	Tsimanampesotse	07:15:28_AM	5/2/2020	10095	good	Sweden
SRD7NA	TZJWN3	L105368	6.8654	Betampona	03:25:59_AM	11/12/2019	Betampona	01:11:44_AM	18/12/2019	9946	good	Sweden
SA8DFX	TXS3QU	L105369	2.1904	Marojejy	11:52:35_PM	4/3/2020	Marojejy	11:45:30_PM	11/3/2020	10073	good	Sweden
SNWX2Q	TK1MIJ	L105370	6.3124	Daraina	07:01:48_AM	15/1/2020	Daraina	12:32:01_PM	22/1/2020	10410	good	Sweden
SUZUQC	TUP4R5	L105360	1.1544	Tsimanampesotse	08:27:08_AM	22/7/2020	Tsimanampesotse	10:00:00_PM	5/8/2020	20973	good	Sweden
SZRABL	TKRH5P	L105361	3.2904	Namoroka	03:18:42_AM	1/4/2020	Namoroka	03:23:49_AM	8/4/2020	10085	good	Sweden
SX93IB	T4ZF4M	L105362	1.5024	Isalo	09:36:16_AM	29/1/2020	Isalo	09:06:51_AM	5/2/2020	10051	good	Sweden
SK5TRD	TAHDZD	L105363	2.0824	Marojejy	08:21:20_PM	6/5/2020	Marojejy	09:37:42_PM	13/5/2020	10156	good	Sweden
SZFXAT	TIYMCS	L105364	1.6474	Zombitse	07:35:00_AM	20/5/2020	Zombitse	04:10:00_PM	27/5/2020	10595	good	Sweden
SFKLHQ	TUP4R5	L105365	3.5454	Tsimanampesotse	07:38:00_AM	11/3/2020	Tsimanampesotse	07:35:44_AM	18/3/2020	10078	good	Sweden
SRC5ZL	TKRH5P	L105366	0.6814	Namoroka	02:16:47_AM	21/8/2019	Namoroka	02:14:44_AM	28/8/2019	10078	good	Sweden
SDZFUY	TFBCWJ	L105367	2.9444	Tsitongambarika	01:57:43_PM	6/2/2020	Tsitongambarika	12:04:36_PM	19/2/2020	18607	good	Sweden
SJVTD5	TKRH5P	L105371	1.5054	Namoroka	03:13:27_AM	6/5/2020	Namoroka	04:48:31_AM	13/5/2020	10175	good	Sweden
SITNYN	TFWNLD	L105380	4.01655	Ankarafantsika	09:34:00_AM	15/7/2020	Ankarafantsika	10:03:00_AM	22/7/2020	10109	good	Sweden
SJ4RM8	TFWNLD	L105381	6.57055	Ankarafantsika	10:05:41_AM	6/5/2020	Ankarafantsika	09:06:13_AM	13/5/2020	10021	good	Sweden
SQF39S	TQCQRI	L105382	4.93855	Ankarafantsika	08:35:43_AM	29/4/2020	Ankarafantsika	09:45:08_AM	6/5/2020	10149	good	Sweden
SX82J3	TP2FUA	L105372	20.4324	Kirindy	03:28:51_PM	8/1/2020	Kirindy	01:57:40_AM	15/1/2020	9269	good	Sweden
SFFP3H	TUP4R5	L105373	1.9084	Tsimanampesotse	07:33:37_AM	6/5/2020	Tsimanampesotse	07:57:05_AM	13/5/2020	10103	good	Sweden
SRBFXM	TN1QSL	L105374	1.6574	Baie	11:45:00_AM	24/6/2020	Baie	10:00:00_AM	1/7/2020	9975	good	Sweden
SDHJDB	TNQVM4	L105375	2.5764	Masoala	02:36:00_PM	4/3/2020	Masoala	12:31:00_PM	11/3/2020	9955	good	Sweden
S9ZEGZ	TUP4R5	L105376	0.9984	Tsimanampesotse	07:38:34_AM	3/6/2020	Tsimanampesotse	08:41:16_AM	10/6/2020	10143	good	Sweden
SWQ1DA	TQCQRI	L105379	3.38055	Ankarafantsika	09:45:31_AM	6/5/2020	Ankarafantsika	08:43:58_AM	13/5/2020	10018	good	Sweden
SCNJYJ	TFWNLD	L105383	7.21455	Ankarafantsika	05:45:10_AM	26/2/2020	Ankarafantsika	04:55:32_AM	4/3/2020	10030	acceptable	Sweden
SRI2EM	TRJZGH	L105392	1.32655	Marojejy	12:23:00_PM	22/7/2020	Marojejy	03:24:00_PM	29/7/2020	10261	good	Sweden
S2KRQF	TXS3QU	L105393	1.65455	Marojejy	03:25:00_PM	22/7/2020	Marojejy	12:07:00_PM	29/7/2020	9882	good	Sweden
SCBSWZ	TUH8A4	L105394	1.67055	Ankarafantsika	11:00:00_AM	1/7/2020	Ankarafantsika	01:00:00_PM	8/7/2020	10200	good	Sweden
S9TNQT	TUH8A4	L105384	1.83455	Ankarafantsika	05:46:00_PM	24/6/2020	Ankarafantsika	11:00:00_AM	1/7/2020	9674	good	Sweden
SEJE4K	TRA8W1	L105385	1.99855	Marojejy	02:08:00_PM	15/7/2020	Marojejy	02:19:00_PM	22/7/2020	10091	good	Sweden
S99R5P	TQCQRI	L105386	2.13555	Ankarafantsika	08:45:58_AM	27/5/2020	Ankarafantsika	09:21:21_AM	3/6/2020	10115	good	Sweden
SEQMUM	TUH8A4	L105387	1.37355	Ankarafantsika	09:12:00_AM	29/7/2020	Ankarafantsika	08:20:00_AM	5/8/2020	10028	good	Sweden
SFK43G	TFWNLD	L105388	2.31955	Ankarafantsika	10:15:25_AM	17/6/2020	Ankarafantsika	05:53:00_PM	24/6/2020	10538	good	Sweden
SRQGSN	TFWNLD	L105389	6.81755	Ankarafantsika	09:36:23_AM	8/4/2020	Ankarafantsika	08:31:36_AM	15/4/2020	10015	good	Sweden
SZVTZQ	TQCQRI	L105390	6.79555	Ankarafantsika	04:30:57_AM	4/3/2020	Ankarafantsika	05:34:42_AM	11/3/2020	10144	good	Sweden
SI4KXH	TUH8A4	L105391	2.70855	Ankarafantsika	09:13:10_AM	6/5/2020	Ankarafantsika	08:09:32_AM	13/5/2020	10016	good	Sweden
SRC3LN	TUH8A4	L105395	4.10055	Ankarafantsika	08:01:22_AM	29/4/2020	Ankarafantsika	09:12:40_AM	6/5/2020	10151	good	Sweden
SHILHB	TXS3QU	L105404	4.81655	Marojejy	10:52:00_AM	1/7/2020	Marojejy	04:00:00_PM	8/7/2020	10388	good	Sweden
SGE9J6	TFWNLD	L105405	5.67455	Ankarafantsika	10:07:00_AM	22/7/2020	Ankarafantsika	10:23:00_AM	29/7/2020	10096	good	Sweden
SV45DS	TUH8A4	L105406	5.34855	Ankarafantsika	08:39:22_AM	8/4/2020	Ankarafantsika	07:34:55_AM	15/4/2020	10016	good	Sweden
SXCNDR	TQCQRI	L105396	2.61555	Ankarafantsika	12:00:00_PM	1/7/2020	Ankarafantsika	01:00:00_PM	8/7/2020	10140	good	Sweden
STEFAN	TFWNLD	L105397	4.93955	Ankarafantsika	08:43:27_AM	1/4/2020	Ankarafantsika	09:36:07_AM	8/4/2020	10133	good	Sweden
SUSGQL	TQCQRI	L105398	6.04155	Ankarafantsika	05:34:57_AM	11/3/2020	Ankarafantsika	06:42:42_AM	18/3/2020	10148	good	Sweden
SXSUZD	TQCQRI	L105399	8.75255	Ankarafantsika	05:21:09_AM	26/2/2020	Ankarafantsika	04:30:35_AM	4/3/2020	10029	good	Sweden
SAHKKS	TRJZGH	L105400	1.18055	Marojejy	12:07:00_PM	15/7/2020	Marojejy	12:16:00_PM	22/7/2020	10089	good	Sweden
SE6SRN	TQCQRI	L105401	1.69355	Ankarafantsika	05:51:00_PM	24/6/2020	Ankarafantsika	12:00:00_PM	1/7/2020	9729	good	Sweden
SIHW8K	TUH8A4	L105402	5.29955	Ankarafantsika	01:50:00_PM	11/3/2020	Ankarafantsika	06:23:59_AM	18/3/2020	9634	good	Sweden
SYTHQG	TAHDZD	L105403	1.09855	Marojejy	01:05:00_PM	15/7/2020	Marojejy	01:14:00_PM	22/7/2020	10089	good	Sweden
S9WFLW	TUH8A4	L105407	3.14555	Ankarafantsika	09:35:52_AM	22/4/2020	Ankarafantsika	08:01:02_AM	29/4/2020	9985	good	Sweden
SKJX3I	TUH8A4	L105408	6.31355	Ankarafantsika	08:04:23_AM	1/4/2020	Ankarafantsika	08:38:59_AM	8/4/2020	10115	good	Sweden
SXHXYM	TUH8A4	L105409	1.91455	Ankarafantsika	07:32:04_AM	20/5/2020	Ankarafantsika	08:20:41_AM	27/5/2020	10129	good	Sweden
SSWU6R	TQCQRI	L105410	4.78755	Ankarafantsika	08:00:26_AM	20/5/2020	Ankarafantsika	08:45:35_AM	27/5/2020	10125	good	Sweden
SNWEKX	TQCQRI	L105411	1.66055	Ankarafantsika	09:15:00_AM	15/7/2020	Ankarafantsika	09:37:00_AM	22/7/2020	10102	good	Sweden
SAAG84	TFWNLD	L105412	4.14855	Ankarafantsika	08:26:19_AM	20/5/2020	Ankarafantsika	09:13:37_AM	27/5/2020	10127	good	Sweden
SW28DN	TQCQRI	L105413	6.14355	Ankarafantsika	09:06:09_AM	8/4/2020	Ankarafantsika	08:04:04_AM	15/4/2020	10018	good	Sweden
SBCSZP	TUH8A4	L105414	4.71255	Ankarafantsika	09:22:10_AM	17/6/2020	Ankarafantsika	05:44:00_PM	24/6/2020	10582	good	Sweden
SHCETG	TB43DA	L105415	1.66755	Ranomafana	09:11:54_AM	15/7/2020	Ranomafana	09:25:28_AM	22/7/2020	10094	good	Sweden
S5VWDI	TUH8A4	L105424	2.19355	Ankarafantsika	08:44:26_AM	3/6/2020	Ankarafantsika	08:33:56_AM	10/6/2020	10070	good	Sweden
S2B3LY	TFWNLD	L105425	8.22355	Ankarafantsika	08:45:35_AM	25/3/2020	Ankarafantsika	08:43:08_AM	1/4/2020	10078	good	Sweden
SHLDWY	TQCQRI	L105426	11.50655	Ankarafantsika	08:12:36_AM	25/3/2020	Ankarafantsika	08:23:03_AM	1/4/2020	10090	good	Sweden
SHN5EW	TAHDZD	L105416	1.18255	Marojejy	02:15:00_PM	29/7/2020	Marojejy	01:30:00_PM	5/8/2020	10035	good	Sweden
SWLDCC	TUH8A4	L105417	3.15255	Ankarafantsika	08:21:01_AM	27/5/2020	Ankarafantsika	08:43:31_AM	3/6/2020	10102	good	Sweden
SVDDEL	TFWNLD	L105418	2.11755	Ankarafantsika	05:54:00_PM	24/6/2020	Ankarafantsika	01:00:00_PM	1/7/2020	9786	good	Sweden
S2UMDJ	TUH8A4	L105421	5.57455	Ankarafantsika	05:54:00_PM	4/3/2020	Ankarafantsika	01:49:00_PM	11/3/2020	9835	good	Sweden
SCEQKK	TB43DA	L105422	1.13955	Ranomafana	06:30:00_PM	3/6/2020	Ranomafana	09:24:45_AM	10/6/2020	9535	good	Sweden
SZEZZH	TFWNLD	L105423	3.97355	Ankarafantsika	03:22:35_AM	12/2/2020	Ankarafantsika	07:21:11_AM	19/2/2020	10319	good	Sweden
SK4ICL	TFWNLD	L105427	6.73455	Ankarafantsika	08:59:41_AM	29/4/2020	Ankarafantsika	10:05:12_AM	6/5/2020	10146	good	Sweden
SAZGVE	TFWNLD	L105436	5.42355	Ankarafantsika	04:55:49_AM	4/3/2020	Ankarafantsika	06:13:42_AM	11/3/2020	10158	good	Sweden
SHYNTF	TAHDZD	L105437	1.38055	Marojejy	01:21:00_PM	22/7/2020	Marojejy	02:10:00_PM	29/7/2020	10129	good	Sweden
S18JEE	TUH8A4	L105438	5.57355	Ankarafantsika	07:31:30_AM	25/3/2020	Ankarafantsika	08:04:07_AM	1/4/2020	10113	good	Sweden
SQDYXM	TUH8A4	L105428	1.36555	Ankarafantsika	09:07:00_AM	22/7/2020	Ankarafantsika	09:07:00_AM	29/7/2020	10080	good	Sweden
SYRUUC	TFWNLD	L105429	7.18055	Ankarafantsika	10:29:00_AM	29/7/2020	Ankarafantsika	09:52:00_AM	5/8/2020	10043	good	Sweden
SLV8P7	TRA8W1	L105430	1.44755	Marojejy	02:23:00_PM	22/7/2020	Marojejy	01:07:00_PM	29/7/2020	10004	good	Sweden
SWETGP	TFWNLD	L105431	4.22455	Ankarafantsika	09:57:36_AM	3/6/2020	Ankarafantsika	09:31:45_AM	10/6/2020	10054	good	Sweden
S9WKUB	TFWNLD	L105432	2.72055	Ankarafantsika	01:00:00_PM	1/7/2020	Ankarafantsika	01:00:00_PM	8/7/2020	10080	good	Sweden
SLKDPD	TXS3QU	L105433	2.03155	Marojejy	12:13:00_PM	29/7/2020	Marojejy	04:18:00_PM	5/8/2020	10325	good	Sweden
SZPUPX	TFWNLD	L105434	6.51655	Ankarafantsika	09:14:02_AM	27/5/2020	Ankarafantsika	09:55:59_AM	3/6/2020	10122	good	Sweden
SEJTRK	TRA8W1	L105435	1.61155	Marojejy	01:14:00_AM	29/7/2020	Marojejy	02:54:00_PM	5/8/2020	10900	good	Sweden
SRGWMU	TRJZGH	L105439	0.96855	Marojejy	03:27:00_PM	29/7/2020	Marojejy	12:10:00_PM	5/8/2020	9883	good	Sweden
SH2HDK	TRA8W1	L105448	0.4204	Marojejy	11:07:00_AM	1/7/2020	Marojejy	02:45:00_PM	8/7/2020	10298	good	Sweden
S5LZBY	TQCQRI	L105449	1.1024	Ankarafantsika	09:41:00_AM	22/7/2020	Ankarafantsika	09:43:00_AM	29/7/2020	10082	good	Sweden
SJV4JE	TQKQRH	L105450	6.3314	Masoala	02:38:25_AM	18/12/2019	Masoala	02:34:00_PM	25/12/2019	10796	good	Sweden
SSQ1W4	TB43DA	L105440	1.27455	Ranomafana	08:36:48_AM	22/4/2020	Ranomafana	09:17:24_AM	29/4/2020	10121	good	Sweden
SC87QA	TFWNLD	L105443	22.8434	Ankarafantsika	09:15:00_AM	4/12/2019	Ankarafantsika	02:47:00_AM	11/12/2019	9692	good	Sweden
SU6CI9	TQCQRI	L105444	1.4354	Ankarafantsika	09:21:46_AM	3/6/2020	Ankarafantsika	09:05:31_AM	10/6/2020	10064	good	Sweden
SPHWIJ	T6UDMB	L105445	1.4454	Mikea	03:27:49_AM	3/6/2020	Mikea	03:38:03_AM	10/6/2020	10090	good	Sweden
S9JYJC	TKRH5P	L105446	3.9274	Namoroka	03:32:09_AM	26/2/2020	Namoroka	03:00:25_AM	4/3/2020	10048	good	Sweden
S86CIG	TKRH5P	L105447	2.0364	Namoroka	03:49:30_AM	27/5/2020	Namoroka	04:07:52_AM	3/6/2020	10098	good	Sweden
S1QI2L	TKDVTA	L105451	4.9074	Tsitongambarika	11:10:00_AM	29/4/2020	Tsitongambarika	02:40:00_PM	6/5/2020	10290	good	Sweden
S9XSUB	TPSMAA	L105485	6.4864	Ambohitantely	03:24:35_AM	15/1/2020	Ambohitantely	07:52:34_AM	22/1/2020	10348	good	Sweden
S5W5YQ	TR4LDL	L105461	3.3994	Mahavavy	02:35:41_AM	8/1/2020	Mahavavy	02:22:23_AM	15/1/2020	10067	good	Sweden
SY4PBP	TRKQU5	L105462	0.8434	Ankarana	05:59:11_AM	15/1/2020	Ankarana	06:10:28_AM	22/1/2020	10091	good	Sweden
SHRZT7	TPQKYN	L105452	8.3774	Marontandrano	12:00:00_PM	28/8/2019	Marontandrano	12:00:00_PM	4/9/2019	10080	good	Sweden
SGHLGD	TKDVTA	L105453	4.7834	Tsitongambarika	12:15:40_PM	15/1/2020	Tsitongambarika	08:35:18_AM	22/1/2020	9860	good	Sweden
SA8GZD	TUH8A4	L105454	19.1114	Ankarafantsika	02:00:00_PM	11/12/2019	Ankarafantsika	06:00:15_AM	18/12/2019	9600	good	Sweden
S8AIHM	TRGIDB	L105455	3.4654	Mananara	04:58:00_PM	5/2/2020	Mananara	04:59:00_PM	12/2/2020	10081	good	Sweden
SVM7KM	TXS3QU	L105456	4.8894	Marojejy	01:22:18_AM	24/10/2019	Marojejy	10:31:53_PM	30/10/2019	9910	good	Sweden
SBPJV5	TUH8A4	L105457	9.9604	Ankarafantsika	12:05:00_PM	12/2/2020	Ankarafantsika	12:03:00_PM	19/2/2020	10078	good	Sweden
SCRCGF	TAHDZD	L105458	3.2704	Marojejy	09:53:58_PM	1/4/2020	Marojejy	09:49:32_PM	8/4/2020	10076	good	Sweden
SXPP1K	TFWNLD	L105459	6.6964	Ankarafantsika	06:13:59_AM	11/3/2020	Ankarafantsika	07:05:14_AM	18/3/2020	10131	good	Sweden
SJVSB3	TRGIDB	L105463	2.2434	Mananara	07:00:00_AM	8/4/2020	Mananara	05:35:00_PM	15/4/2020	10715	good	Sweden
SVAIDV	TQCQRI	L105472	2.44355	Ankarafantsika	08:23:21_AM	1/4/2020	Ankarafantsika	09:05:51_AM	8/4/2020	10122	good	Sweden
SVIFIV	TQCQRI	L105473	1.71055	Ankarafantsika	09:50:52_AM	17/6/2020	Ankarafantsika	05:50:00_PM	24/6/2020	10559	good	Sweden
SQNHVV	TUH8A4	L105474	1.07055	Ankarafantsika	09:00:00_AM	15/7/2020	Ankarafantsika	09:00:00_AM	22/7/2020	10080	good	Sweden
SBCKZH	TK4SS2	L105464	2.0824	Bekopaka	11:45:39_AM	18/12/2019	Bekopaka	12:00:00_PM	25/12/2019	10094	good	Sweden
SMQXLW	TPQKYN	L105465	14.1664	Marontandrano	01:43:00_PM	11/3/2020	Marontandrano	12:00:00_PM	18/3/2020	9977	good	Sweden
SKSKUM	TR4LDL	L105466	4.6174	Mahavavy	03:05:07_AM	4/3/2020	Mahavavy	11:50:00_AM	11/3/2020	10605	good	Sweden
SMTMRU	TQCQRI	L105467	8.26555	Ankarafantsika	02:56:00_AM	12/2/2020	Ankarafantsika	06:58:34_AM	19/2/2020	10323	good	Sweden
SWXPBP	TQCQRI	L105468	3.35555	Ankarafantsika	10:07:36_AM	22/4/2020	Ankarafantsika	08:35:25_AM	29/4/2020	9988	good	Sweden
SIJ83F	TB43DA	L105469	1.92455	Ranomafana	07:40:17_AM	17/6/2020	Ranomafana	07:50:43_AM	24/6/2020	10090	good	Sweden
SM21Q2	TB43DA	L105470	1.66755	Ranomafana	12:38:53_PM	20/5/2020	Ranomafana	09:18:21_AM	27/5/2020	9879	good	Sweden
SFFY9U	TB43DA	L105471	1.00455	Ranomafana	03:25:00_PM	1/7/2020	Ranomafana	08:19:24_AM	8/7/2020	9654	good	Sweden
SDE4KN	TUH8A4	L105475	12.53155	Ankarafantsika	12:00:00_PM	26/2/2020	Ankarafantsika	05:51:00_PM	4/3/2020	10431	good	Sweden
SECTYL	TNQVM4	L105486	5.5714	Masoala	11:15:00_AM	15/7/2020	Masoala	10:10:00_AM	22/7/2020	10015	good	Sweden
SNFRCV	TQKQRH	L105487	3.4094	Masoala	03:09:00_PM	26/2/2020	Masoala	02:46:00_PM	4/3/2020	10057	good	Sweden
STDFZZ	TB43DA	L105476	1.36055	Ranomafana	08:37:36_AM	6/5/2020	Ranomafana	08:10:33_AM	13/5/2020	10053	good	Sweden
SMRG8N	TB43DA	L105477	2.09155	Ranomafana	09:18:52_AM	27/5/2020	Ranomafana	06:53:55_AM	3/6/2020	9935	good	Sweden
SWVSIS	TB43DA	L105478	1.63255	Ranomafana	09:25:56_AM	22/7/2020	Ranomafana	08:56:42_AM	29/7/2020	10051	good	Sweden
S4H9ZJ	TQCQRI	L105479	1.89155	Ankarafantsika	09:51:00_AM	29/7/2020	Ankarafantsika	09:02:00_AM	5/8/2020	10031	good	Sweden
S7JZAJ	TB43DA	L105480	1.12255	Ranomafana	09:17:53_AM	29/4/2020	Ranomafana	08:36:49_AM	6/5/2020	10039	good	Sweden
SWUZUG	TXS3QU	L105481	1.11755	Marojejy	03:23:00_PM	15/7/2020	Marojejy	03:22:00_PM	22/7/2020	10079	good	Sweden
SVGACR	TFWNLD	L105482	5.48655	Ankarafantsika	10:36:35_AM	22/4/2020	Ankarafantsika	08:59:18_AM	29/4/2020	9983	good	Sweden
SRT4Q2	TUAPDE	L105488	2.0014	Montagne_d'Ambre	07:43:38_PM	29/1/2020	Montagne_d'Ambre	08:37:28_PM	5/2/2020	10134	good	Sweden
SST4HQ	TG1QMA	L105497	3.6224	Kirindy	06:48:17_PM	11/12/2019	Kirindy	01:17:20_AM	19/12/2019	10469	good	Sweden
S6SXHB	TP2FUA	L105498	2.4504	Kirindy	08:53:04_PM	12/2/2020	Kirindy	04:47:19_PM	19/2/2020	9834	good	Sweden
SYPVCA	TPQKYN	L105499	3.6624	Marontandrano	02:00:00_PM	8/1/2020	Marontandrano	02:00:00_PM	15/1/2020	10080	good	Sweden
SCWNGW	TR4LDL	L105489	3.8924	Mahavavy	05:00:55_AM	4/12/2019	Mahavavy	02:47:23_AM	11/12/2019	9946	good	Sweden
S8XCBZ	TFBCWJ	L105491	2.8194	Tsitongambarika	09:39:48_AM	30/1/2020	Tsitongambarika	01:59:48_PM	5/2/2020	8900	good	Sweden
SJGJ1A	TIYMCS	L105492	4.9804	Zombitse	03:07:56_AM	12/2/2020	Zombitse	10:42:26_AM	19/2/2020	10534	good	Sweden
SUKBJV	TRGIDB	L105493	2.0954	Mananara	05:29:00_PM	1/1/2020	Mananara	02:00:00_PM	8/1/2020	9871	good	Sweden
SEPY23	TQKQRH	L105494	5.0794	Masoala	03:57:00_PM	1/1/2020	Masoala	02:00:00_PM	8/1/2020	9963	good	Sweden
